Rate1	ErrRate1	Rate2	ErrRate2	Latitudine	TempOut	Longitudine	Altitudine	ChiQuadro	Pressione	NumSatelliti	Giorno	Mese	Anno
34.5848	0.295998	34.4528	0.297849	46.2299	57.6064	6.05082	454.9	0.62561	973.09	5.775	1	6	2018
35.6356	0.314404	35.3263	0.308412	46.2298	57.772	6.05085	458	0.993453	973.238	5.8	1	6	2018
35.3794	0.301847	35.1383	0.302826	46.2299	60.1281	6.05081	429.1	1.05271	973.167	7.075	1	6	2018
34.7572	0.306292	34.634	0.298558	46.2299	59.6486	6.0508	446.8	0.613824	973.171	7.2	1	6	2018
35.4946	0.308454	35.3425	0.304473	46.2298	57.0511	6.0508	465.9	0.538277	973.052	6.925	1	6	2018
34.8361	0.308897	34.8107	0.299937	46.2297	57.503	6.05083	451.2	0.58312	973.186	5.875	1	6	2018
35.5165	0.305895	35.2647	0.303938	46.2298	58.3861	6.05079	442	0.950179	973.144	7.025	1	6	2018
35.6911	0.316526	35.3989	0.30682	46.2298	60.9974	6.05087	447.9	0.976062	973.086	7.975	1	6	2018
35.4097	0.308313	35.2447	0.303778	46.2299	58.9656	6.05089	454.5	0.742501	973.137	8.475	1	6	2018
35.857	0.310219	35.4986	0.304971	46.2299	60.6525	6.05074	439.2	1.0977	973.002	8.375	1	6	2018
35.6829	0.3056	35.3538	0.304751	46.2298	60.4317	6.05083	434.4	1.24866	973.133	5.725	1	6	2018
35.6527	0.30686	35.4345	0.305765	46.2298	60.3144	6.05081	433.9	0.795226	973.035	7	1	6	2018
34.8799	0.298865	34.6591	0.301031	46.2298	59.3313	6.05078	432.6	0.894152	973.154	6.85	1	6	2018
35.4129	0.303951	34.9946	0.301108	46.2298	59.728	6.05077	430.8	0.99652	973.143	5.725	1	6	2018
35.6499	0.304644	35.3853	0.305409	46.2299	60.0177	6.05069	440.2	0.859817	973.153	6.35897	1	6	2018
34.59	0.307275	34.5801	0.298027	46.2298	59.1312	6.05076	439.6	0.953714	972.912	5.825	1	6	2018
34.8622	0.299337	34.566	0.298382	46.2298	61.4838	6.0507	435.3	0.99408	973.013	7.675	1	6	2018
35.7482	0.308459	35.4044	0.304476	46.2298	61.5459	6.05084	447.1	0.912504	972.987	7.875	1	6	2018
35.8219	0.316921	35.6142	0.30593	46.2299	58.5378	6.05078	442.2	0.877995	973.061	7.725	1	6	2018
35.1948	0.305153	34.907	0.301652	46.2298	57.9169	6.05078	450.2	1.1945	972.998	7.65	1	6	2018
35.5354	0.297342	35.105	0.302787	46.2299	61.2458	6.05078	451.6	1.44901	973.046	6.525	1	6	2018
36.109	0.300315	35.5991	0.306809	46.2298	59.8384	6.05081	454.7	1.57559	972.954	7.5641	1	6	2018
35.5632	0.295402	34.7459	0.300394	46.2298	61.6667	6.05082	457.6	1.87308	972.876	7.675	2	6	2018
34.9144	0.30945	34.6299	0.304252	46.2299	60.6007	6.05086	446.4	0.874851	972.827	7.575	2	6	2018
35.6841	0.306874	35.2595	0.305132	46.2299	58.6551	6.05071	433.4	1.00475	972.822	5.94872	2	6	2018
35.1052	0.306244	34.8409	0.302041	46.2299	63.4915	6.05085	467.2	1.08149	972.778	5.075	2	6	2018
35.2761	0.300615	34.973	0.300989	46.2299	61.0664	6.05073	438	0.856584	972.79	6.175	2	6	2018
35.0343	0.311901	34.7158	0.305348	46.2298	60.7801	6.05069	461	0.966525	972.976	5.65	2	6	2018
35.7918	0.320661	35.5632	0.305446	46.2299	61.3286	6.0508	432.5	0.833428	972.971	6.15	2	6	2018
