#Rate	Latitudine	Longitudine	Altitudine	ChiQuadro	Pressione	NumSatelliti	Giorno	Mese	Anno
35.5951	46.2298	6.05082	0	0.90266	968.489	7.625	31	5	2018
35.7607	46.2298	6.05075	423.5	1.17238	968.711	6.15	31	5	2018
35.9478	46.2298	6.05081	442	1.1495	968.681	6.66667	31	5	2018
36.279	46.2298	6.05081	453.8	1.42341	968.945	5.9	31	5	2018
35.5471	46.2298	6.05081	0	1.01	968.828	6.20513	31	5	2018
36.1396	46.2298	6.05071	423.2	1.05214	968.793	7.48718	31	5	2018
35.9377	46.2298	6.05085	441.9	1.09012	968.727	6.85	31	5	2018
35.8273	46.2298	6.05079	436.5	0.833019	968.705	5.8	31	5	2018
36.0623	46.2298	6.05072	435.7	1.45236	968.861	5.975	31	5	2018
35.912	46.2298	6.05083	443.9	0.997837	968.708	6.775	31	5	2018
35.6784	46.2298	6.05083	433	1.09273	968.674	6.38462	31	5	2018
35.4002	46.2298	6.05068	443.8	1.0626	968.933	5.325	31	5	2018
35.6039	46.2298	6.0507	0	1.27325	969.043	5.6	31	5	2018
35.3998	46.2298	6.05081	443.7	0.763968	968.941	7.325	31	5	2018
35.8184	46.2298	6.05081	434.7	1.23115	969.104	7.15	31	5	2018
35.2071	46.2298	6.05079	0	0.940226	969.158	6.3	31	5	2018
35.2551	46.2298	6.05087	442.4	1.18712	969.037	6.525	31	5	2018
36.4881	46.2299	6.05081	0	1.20781	969.166	6.10256	31	5	2018
35.4571	46.2299	6.05075	429.1	1.02371	969.013	5.05	31	5	2018
35.2898	46.2299	6.05082	0	1.05934	969.188	6.425	31	5	2018
35.757	46.2299	6.05074	0	0.979927	969.371	7.20513	31	5	2018
36.1982	46.2299	6.05075	440.5	0.948858	969.34	6.97436	31	5	2018
35.6758	46.2299	6.05068	433.3	1.09154	969.619	6.475	31	5	2018
35.3948	46.2298	6.05071	427	1.40038	969.527	6.75	31	5	2018
35.5586	46.2299	6.0507	0	0.731676	969.388	7	31	5	2018
35.4051	46.2299	6.05074	0	0.782809	969.617	7.3	31	5	2018
35.5823	46.2299	6.05074	425.9	0.942446	969.656	5.675	31	5	2018
35.5503	46.2299	6.05079	442.1	1.18543	969.65	5.625	31	5	2018
35.6297	46.2299	6.05071	441.2	0.546413	969.721	6	31	5	2018
35.6585	46.2299	6.05074	449.1	0.4378	969.628	6.475	31	5	2018
35.9646	46.2299	6.05086	0	0.806218	969.843	6.025	31	5	2018
35.7202	46.2299	6.0509	461.7	0.487245	969.92	5.97436	31	5	2018
35.6047	46.2299	6.0508	0	0.718805	969.93	6.71795	31	5	2018
35.8787	46.2299	6.05074	0	1.06598	970.114	7.35	31	5	2018
35.7062	46.2298	6.05073	442.7	1.32171	970.193	7.85	31	5	2018
35.4226	46.2298	6.05071	458.9	0.978551	970.226	7	31	5	2018
35.191	46.2299	6.05077	441.5	0.907684	970.216	7.15	31	5	2018
35.4395	46.2298	6.05078	455.3	0.778746	970.159	8	31	5	2018
35.8669	46.2298	6.05077	428.5	0.883082	970.219	7.69231	31	5	2018
35.8759	46.2298	6.0508	0	0.950896	969.996	7.28205	31	5	2018
35.4339	46.2298	6.05079	449.2	1.19095	969.789	5.18367	31	5	2018
35.9237	46.2299	6.05072	441.6	1.19763	972.565	4.3	31	5	2018
35.9147	46.2298	6.05063	455.3	1.31152	972.643	5.10256	31	5	2018
35.3318	46.2299	6.05066	0	0.830247	972.773	3.925	31	5	2018
35.6686	46.2298	6.05085	441.8	0.868781	972.664	5	31	5	2018
35.5068	46.2298	6.05086	448.5	0.736513	972.795	4.725	31	5	2018
35.1358	46.2299	6.05086	446.1	0.789236	972.721	5.275	31	5	2018
35.4533	46.2299	6.05086	0	0.944142	972.859	5.975	31	5	2018
35.3939	46.2299	6.05085	446.9	0.936763	972.92	5.35	31	5	2018
34.9849	46.2298	6.05077	429.8	1.16538	972.819	4.2	31	5	2018
35.293	46.2299	6.05084	452.8	1.47729	973	4.925	31	5	2018
35.7585	46.2299	6.05077	444.5	1.08951	973.01	5.23077	31	5	2018
35.9729	46.2298	6.05083	442.7	1.0406	972.942	3.61538	31	5	2018
35.7317	46.2298	6.05076	447.3	0.85616	973.019	4.875	31	5	2018
35.8045	46.2298	6.05073	461.6	0.814882	973.05	5.2	31	5	2018
35.7222	46.2298	6.05086	442.4	1.46301	973.003	5.575	31	5	2018
35.5813	46.2298	6.05085	443.3	0.760213	972.995	5.575	31	5	2018
35.435	46.2298	6.05076	420.9	0.984604	973.026	6.15	31	5	2018
35.4244	46.2298	6.05066	444.3	1.03308	972.844	5.8	31	5	2018
35.8629	46.2297	6.05073	455.9	0.76716	972.97	7.12821	31	5	2018
36.1957	46.2299	6.05087	457.8	1.55469	972.999	4.175	31	5	2018
35.6621	46.2298	6.05076	421.3	0.751196	973.056	4.45	31	5	2018
35.4323	46.2298	6.05075	0	1.27038	972.88	4.475	31	5	2018
35.2383	46.2298	6.05081	443.7	0.851637	973.023	5.675	31	5	2018
35.2079	46.2298	6.0508	456	0.870647	973.031	5.725	31	5	2018
35.8243	46.23	6.05078	449.1	1.76779	972.938	6.675	31	5	2018
35.1536	46.2298	6.05076	447.3	1.04518	972.736	6.325	31	5	2018
35.3977	46.2298	6.0507	0	1.24026	972.801	6.425	31	5	2018
35.4212	46.2298	6.05079	442.4	0.915131	972.844	6.125	31	5	2018
36.083	46.2297	6.05073	419	0.951743	972.968	5.97436	31	5	2018
35.3019	46.2299	6.05081	463.3	1.03203	973.007	6.35	31	5	2018
35.2482	46.2299	6.05079	443.1	1.14631	972.954	7.875	31	5	2018
35.0598	46.2299	6.05079	458.7	0.799395	973.131	5.9	31	5	2018
35.0151	46.2299	6.05083	443.1	0.77097	973.113	6.225	31	5	2018
35.5812	46.2299	6.05083	450.1	0.818759	972.893	5.23077	1	6	2018
35.4991	46.2299	6.05083	450	1.09829	972.943	5.05	1	6	2018
35.1704	46.2299	6.05084	443.4	0.829016	973.069	5.55	1	6	2018
35.2308	46.2299	6.05074	451.6	0.963972	973.018	4.575	1	6	2018
35.1975	46.2299	6.05085	431	0.733884	973.073	4.65	1	6	2018
35.8578	46.2298	6.05074	445.3	0.949759	972.921	5.84615	1	6	2018
35.5913	46.2299	6.05078	0	1.29839	973.115	4.94872	1	6	2018
35.9119	46.2298	6.05074	439	1.00125	973.049	6.25	1	6	2018
35.1732	46.2298	6.05078	426.8	0.901941	973.155	5.875	1	6	2018
35.6609	46.2299	6.05081	446.4	0.81524	973.157	3.925	1	6	2018
35.6028	46.2298	6.05081	442	1.15857	973.251	4.3	1	6	2018
35.3274	46.2298	6.05076	436.4	0.914769	973.195	5.525	1	6	2018
35.0848	46.2299	6.05068	447.9	1.31636	973.036	5.75	1	6	2018
35.8388	46.2298	6.05089	441.9	0.815633	973.264	5.48718	1	6	2018
35.7208	46.2298	6.05079	454.7	1.08864	973.267	6.275	1	6	2018
36.0134	46.2299	6.05076	445.3	0.821166	973.26	5.30769	1	6	2018
35.6772	46.2299	6.05072	446.8	0.750099	973.268	4.575	1	6	2018
35.1031	46.2298	6.05093	0	0.818082	973.358	5.825	1	6	2018
35.3746	46.2298	6.05082	0	0.907268	973.335	4.625	1	6	2018
34.8875	46.2298	6.05074	435.4	1.22011	973.367	4.85	1	6	2018
35.3427	46.2299	6.05071	448.1	0.911157	973.297	5.4	1	6	2018
35.7481	46.2299	6.05076	444.3	0.863836	973.281	5.94872	1	6	2018
35.1646	46.2298	6.05088	428.7	0.607392	972.929	4.875	1	6	2018
35.5387	46.2298	6.05086	0	1.01992	973.122	5.35	1	6	2018
35.4492	46.2299	6.05078	452.5	0.83957	973.042	6.325	1	6	2018
35.1611	46.2298	6.0508	457.4	1.0085	972.901	5.15	1	6	2018
35.3124	46.2298	6.05073	437.7	0.937478	972.948	6	1	6	2018
35.307	46.2299	6.05077	445.3	1.12605	972.825	4.85	1	6	2018
35.3964	46.2299	6.05085	459.2	1.15143	973.018	4.125	1	6	2018
35.3265	46.2298	6.0509	443.3	1.61487	972.964	3.85	1	6	2018
35.2872	46.2299	6.05079	453.1	0.975916	973.032	5.075	1	6	2018
35.2978	46.2298	6.05081	452	0.934062	973.065	5.55	1	6	2018
35.4385	46.2298	6.05089	425.2	0.849901	973.047	4.4	1	6	2018
34.9836	46.2299	6.05089	404.3	1.03751	973.052	5.15	1	6	2018
35.0699	46.2299	6.05084	441.4	0.886054	972.959	5.4	1	6	2018
35.8887	46.2297	6.05081	463.8	0.967862	972.92	6	1	6	2018
35.4207	46.2299	6.05081	0	0.964661	972.962	6.125	1	6	2018
35.0371	46.2298	6.05081	0	1.05941	972.952	5	1	6	2018
35.1128	46.2297	6.05084	445.6	0.663952	972.992	5.4	1	6	2018
35.4846	46.2298	6.05079	0	0.818261	972.994	5.575	1	6	2018
36.0344	46.2299	6.05083	448.1	0.853154	972.857	4.89744	1	6	2018
35.4784	46.2298	6.05083	437.2	1.01472	973.011	4.55	1	6	2018
34.9703	46.2298	6.05087	441	0.847105	973.005	5.6	1	6	2018
36.1084	46.2298	6.05076	449.8	1.11819	973.078	4.5641	1	6	2018
35.2087	46.2297	6.0508	429.5	0.744887	973.127	4.85	1	6	2018
35.449	46.2299	6.05069	436.8	1.06646	973.264	6.05	1	6	2018
35.6123	46.2299	6.05075	434.2	0.827946	973.322	5.675	1	6	2018
35.1242	46.2299	6.05087	461.9	0.82998	973.352	5.1	1	6	2018
34.6625	46.2299	6.05079	441.9	0.917918	973.326	4.97561	1	6	2018
35.3214	46.2299	6.05081	455.3	0.846341	973.504	5	1	6	2018
34.9458	46.2299	6.05077	453.5	0.873198	973.427	4.275	1	6	2018
34.8292	46.2299	6.05075	453.5	0.972386	973.479	5.7	1	6	2018
34.8226	46.2298	6.05088	450.6	0.951023	973.418	5.725	1	6	2018
35.1395	46.2299	6.05075	0	1.16621	973.415	5.9	1	6	2018
35.6755	46.2298	6.05074	444.1	1.15424	973.63	5.525	1	6	2018
35.2706	46.2298	6.05069	449.2	0.833289	973.665	5.65	1	6	2018
35.6663	46.2298	6.0508	0	1.26725	973.638	5.225	1	6	2018
35.5703	46.2299	6.05082	0	0.983142	973.649	5.225	1	6	2018
35.9433	46.2299	6.05071	436.8	1.22546	973.669	6.85	1	6	2018
35.4008	46.2299	6.05079	451.9	0.780742	973.773	6.5	1	6	2018
35.4439	46.2299	6.05087	447.6	0.645342	973.746	5.275	1	6	2018
35.5242	46.2298	6.05093	0	0.97247	973.646	4.15	1	6	2018
35.8064	46.2298	6.05087	441.5	0.906231	973.575	5.275	1	6	2018
35.4376	46.2298	6.0508	453.5	0.784915	973.711	4.975	1	6	2018
35.6302	46.2298	6.05084	439.4	1.20165	973.612	4.55	1	6	2018
35.6128	46.2298	6.05089	447	1.47856	973.665	4	1	6	2018
35.4286	46.2298	6.05071	0	0.935276	973.787	5.325	1	6	2018
35.5052	46.2299	6.05071	421.1	0.863592	973.618	7.775	1	6	2018
35.002	46.2299	6.0508	414.2	0.792555	973.684	6.475	1	6	2018
35.8342	46.2299	6.05073	434.9	1.10272	973.663	6.925	1	6	2018
35.5495	46.2298	6.0507	446.1	1.16465	973.676	7.15	1	6	2018
35.253	46.2298	6.05083	462.1	1.00447	973.635	6.7	1	6	2018
36.1128	46.2299	6.05078	459.4	1.19842	973.681	7.125	1	6	2018
35.4291	46.2298	6.05082	452.5	1.05551	973.694	7.55	1	6	2018
35.1533	46.2298	6.05081	462	1.26162	973.649	7.525	1	6	2018
35.8315	46.2299	6.05078	445.3	0.985972	973.608	6.825	1	6	2018
35.725	46.2298	6.05073	427.4	0.787358	973.557	6.225	1	6	2018
35.5314	46.2299	6.05082	442	0.886965	973.618	5.975	1	6	2018
35.6866	46.2298	6.05073	439.8	1.03571	973.57	6.325	1	6	2018
35.0828	46.2299	6.05071	449.1	0.782892	973.585	5.87805	1	6	2018
35.2373	46.2298	6.05078	448.3	1.18019	973.383	6.02381	1	6	2018
35.906	46.2298	6.05082	438.8	0.878538	973.521	5.6	1	6	2018
34.5837	46.2299	6.05079	446.1	0.510792	973.309	6.875	1	6	2018
35.1062	46.2298	6.05079	445.5	1.06239	973.181	6.05	1	6	2018
35.6445	46.2299	6.05078	449.9	1.10976	973.088	7.05	1	6	2018
35.5127	46.2299	6.05084	441.1	0.849684	973.049	6.625	1	6	2018
35.1874	46.2298	6.05077	448.2	1.21681	972.992	6.975	1	6	2018
35.0716	46.2298	6.05078	450.4	0.89879	972.879	6.65	1	6	2018
34.9167	46.2299	6.05077	452.5	0.443845	972.966	6.525	1	6	2018
35.4088	46.2299	6.05078	456.4	0.855822	973.155	7.2	1	6	2018
34.9708	46.2298	6.05082	469.3	0.821039	973.061	5.825	1	6	2018
35.1466	46.2299	6.05072	445.2	1.19744	972.8	6.9	1	6	2018
34.8354	46.2298	6.05081	450.8	1.01788	972.823	6.25	1	6	2018
34.9091	46.2298	6.05087	440.3	0.959729	972.738	5	1	6	2018
35.1358	46.23	6.05066	398.4	0.917838	972.793	5.6	1	6	2018
35.1635	46.2298	6.05084	438.9	0.647398	972.633	7.825	1	6	2018
35.4849	46.2299	6.05086	473.5	0.62226	972.67	7.975	1	6	2018
35.7378	46.2299	6.05081	443.4	1.2872	972.706	7.825	1	6	2018
35.3764	46.2299	6.05082	447.4	1.16527	972.621	7.7	1	6	2018
35.256	46.2298	6.05082	447.8	0.722728	972.694	8	1	6	2018
36.0597	46.2297	6.05078	439.3	0.941624	972.527	8	1	6	2018
35.3278	46.2298	6.05088	437.3	1.20332	973.062	5.34	1	6	2018
35.7446	46.2299	6.05069	438.8	1.16797	973.158	6.6	1	6	2018
35.892	46.2298	6.05079	444.2	1.58895	973.072	6.525	1	6	2018
35.5582	46.2299	6.05065	447.6	0.820426	973.148	6	1	6	2018
36.0107	46.2298	6.05077	447.1	1.44586	973.143	7.55	1	6	2018
35.5783	46.2299	6.0508	454.2	0.915814	973.257	6.525	1	6	2018
35.3839	46.2299	6.05083	458.9	1.02047	973.243	6.4	1	6	2018
35.6408	46.2299	6.05084	451.5	1.05334	973.213	5.3	1	6	2018
34.5848	46.2299	6.05082	454.9	0.62561	973.09	5.775	1	6	2018
35.6356	46.2298	6.05085	458	0.993453	973.238	5.8	1	6	2018
35.3794	46.2299	6.05081	429.1	1.05271	973.167	7.075	1	6	2018
34.7572	46.2299	6.0508	446.8	0.613824	973.171	7.2	1	6	2018
35.4946	46.2298	6.0508	465.9	0.538277	973.052	6.925	1	6	2018
34.8361	46.2297	6.05083	451.2	0.58312	973.186	5.875	1	6	2018
35.5165	46.2298	6.05079	442	0.950179	973.144	7.025	1	6	2018
35.6911	46.2298	6.05087	447.9	0.976062	973.086	7.975	1	6	2018
35.4097	46.2299	6.05089	454.5	0.742501	973.137	8.475	1	6	2018
35.857	46.2299	6.05074	439.2	1.0977	973.002	8.375	1	6	2018
35.7211	46.2299	6.05076	0	0.827236	973.124	7.2	1	6	2018
35.6829	46.2298	6.05083	434.4	1.24866	973.133	5.725	1	6	2018
35.6527	46.2298	6.05081	433.9	0.795226	973.035	7	1	6	2018
34.8057	46.2298	6.05076	0	0.654566	973.234	7.25	1	6	2018
34.8799	46.2298	6.05078	432.6	0.894152	973.154	6.85	1	6	2018
35.4129	46.2298	6.05077	430.8	0.99652	973.143	5.725	1	6	2018
35.6499	46.2299	6.05069	440.2	0.859817	973.153	6.35897	1	6	2018
34.59	46.2298	6.05076	439.6	0.953714	972.912	5.825	1	6	2018
34.8622	46.2298	6.0507	435.3	0.99408	973.013	7.675	1	6	2018
35.7482	46.2298	6.05084	447.1	0.912504	972.987	7.875	1	6	2018
35.8219	46.2299	6.05078	442.2	0.877995	973.061	7.725	1	6	2018
35.1948	46.2298	6.05078	450.2	1.1945	972.998	7.65	1	6	2018
35.5354	46.2299	6.05078	451.6	1.44901	973.046	6.525	1	6	2018
36.109	46.2298	6.05081	454.7	1.57559	972.954	7.5641	1	6	2018
35.3012	46.2298	6.05084	0	1.18793	972.963	7.375	1	6	2018
35.2951	46.2298	6.05073	0	0.944621	972.893	6.275	1	6	2018
34.4451	46.2298	6.05081	0	0.601982	972.883	7.2439	1	6	2018
35.5632	46.2298	6.05082	457.6	1.87308	972.876	7.675	2	6	2018
34.9144	46.2299	6.05086	446.4	0.874851	972.827	7.575	2	6	2018
35.6841	46.2299	6.05071	433.4	1.00475	972.822	5.94872	2	6	2018
35.1052	46.2299	6.05085	467.2	1.08149	972.778	5.075	2	6	2018
35.3521	46.2298	6.05079	0	0.572988	972.807	5.15	2	6	2018
35.2761	46.2299	6.05073	438	0.856584	972.79	6.175	2	6	2018
35.0343	46.2298	6.05069	461	0.966525	972.976	5.65	2	6	2018
35.5829	46.2298	6.05076	0	1.24264	973.003	6.4	2	6	2018
35.7918	46.2299	6.0508	432.5	0.833428	972.971	6.15	2	6	2018
35.0123	46.2298	6.05088	445.6	1.09503	972.835	7.35	2	6	2018
35.4034	46.2298	6.05073	440.3	0.813466	972.977	6.925	2	6	2018
35.5325	46.2298	6.05085	456.8	0.796289	972.733	6.675	2	6	2018
35.1844	46.2298	6.05088	452.1	0.905847	972.947	7.975	2	6	2018
35.4762	46.2299	6.05073	457.8	1.20345	972.841	7.9	2	6	2018
35.6171	46.2299	6.05074	0	0.966331	972.981	8.48718	2	6	2018
35.6079	46.2298	6.05075	0	0.888513	972.766	7.85	2	6	2018
35.8283	46.2298	6.05088	450.3	0.802291	972.666	8.075	2	6	2018
35.6698	46.2298	6.05079	437	1.16088	972.764	6.575	2	6	2018
35.4678	46.2299	6.05073	449.1	0.966155	972.697	7.15	2	6	2018
35.1568	46.2299	6.05074	435.3	1.04516	972.787	6.95	2	6	2018
35.3527	46.2298	6.05081	433.4	1.30375	972.733	5.375	2	6	2018
34.8708	46.2298	6.05075	0	0.891304	972.685	5.7	2	6	2018
35.9859	46.2299	6.05077	450.6	1.38696	972.949	5.95	2	6	2018
35.1952	46.2299	6.05081	0	0.961536	972.835	7.45	2	6	2018
35.293	46.2298	6.05077	0	0.749825	972.757	7.25	2	6	2018
35.1849	46.2299	6.05075	438.2	1.01547	972.963	6.1	2	6	2018
35.8839	46.2298	6.0507	0	1.06692	972.898	5.175	2	6	2018
36.2384	46.2299	6.05082	440.5	1.57659	972.927	5.4359	2	6	2018
35.3167	46.23	6.05084	0	0.685559	972.829	6.425	2	6	2018
35.5252	46.2299	6.05077	431.4	0.473525	972.753	6.025	2	6	2018
34.8813	46.2299	6.05069	421.6	1.20218	972.732	4.65	2	6	2018
35.4997	46.2298	6.05075	436.4	0.60009	972.824	5.425	2	6	2018
35.3421	46.2298	6.05075	453.6	0.962759	972.802	5.225	2	6	2018
35.2029	46.2297	6.05066	443.1	1.09059	972.735	4	2	6	2018
34.925	46.2299	6.05077	470.9	0.904009	972.598	5.025	2	6	2018
34.8066	46.2298	6.0507	460.5	0.421372	972.693	4.275	2	6	2018
34.8494	46.2298	6.0508	0	0.827651	972.919	5.225	2	6	2018
35.4275	46.2297	6.05075	0	1.12989	972.938	5.525	2	6	2018
34.6694	46.2298	6.05087	431	0.76137	972.796	4.775	2	6	2018
35.4486	46.2299	6.05085	457.1	1.71782	972.942	6	2	6	2018
35.4805	46.2299	6.05085	0	1.04112	972.804	6	2	6	2018
35.322	46.2298	6.05076	436	0.868764	972.986	6	2	6	2018
35.527	46.2298	6.05081	435.5	0.948742	973.065	4.775	2	6	2018
36.2987	46.2297	6.05074	430.5	1.10192	973.052	6	2	6	2018
35.1542	46.2299	6.05079	0	1.29618	973.092	5.4	2	6	2018
35.7948	46.2299	6.05078	446.1	0.939861	973.016	5.17949	2	6	2018
35.4757	46.2299	6.05078	439.1	1.00556	973.112	5.275	2	6	2018
35.0903	46.2299	6.05077	449.8	0.977736	972.968	5.225	2	6	2018
35.1232	46.2299	6.0509	439.6	0.906901	973.046	5.65	2	6	2018
35.2604	46.2299	6.05084	449.4	0.769335	973.021	6.7	2	6	2018
35.5878	46.2298	6.05086	457.6	0.983203	973.082	6.425	2	6	2018
34.6845	46.2298	6.0509	0	0.852647	973.02	6.925	2	6	2018
35.4829	46.23	6.05074	433.7	0.679494	972.934	6.6	2	6	2018
35.355	46.2299	6.05068	423.9	0.953583	972.872	6.65	2	6	2018
35.6105	46.2298	6.05077	429.6	1.24628	973.073	6.76923	2	6	2018
35.2095	46.2299	6.05076	436.1	1.24164	972.944	6.975	2	6	2018
35.0232	46.2299	6.05069	0	1.0927	973.039	6.85	2	6	2018
35.2522	46.2298	6.05066	444.7	0.785285	972.962	4.475	2	6	2018
34.5415	46.2298	6.05069	421.1	1.05148	973.052	5.21951	2	6	2018
36.0079	46.2298	6.05067	426.9	1.17824	973.024	5.76923	2	6	2018
35.6322	46.2298	6.05082	438.1	0.793232	973.148	6.625	2	6	2018
35.0799	46.2298	6.05078	0	0.949552	973.149	6.025	2	6	2018
36.0721	46.2298	6.05085	453.1	0.861334	972.971	5.825	2	6	2018
35.3008	46.2299	6.05082	441.2	1.01395	972.968	6.325	2	6	2018
36.2587	46.2298	6.05078	442.3	1.37572	972.914	5.675	2	6	2018
35.2899	46.2298	6.05079	447.7	0.619878	972.933	5.25	2	6	2018
35.4643	46.2299	6.05074	433.2	1.01289	973.093	5.725	2	6	2018
35.4203	46.2298	6.0508	449.4	0.698736	973.108	6.8	2	6	2018
35.6113	46.2298	6.05082	445.5	1.10375	972.944	6.35	2	6	2018
35.6754	46.2299	6.05072	444.3	0.842955	973.09	6.5	2	6	2018
35.0281	46.2298	6.05076	0	1.28737	972.945	6.85	2	6	2018
35.4856	46.2298	6.05086	423.8	0.837014	973.136	6.02564	2	6	2018
34.8711	46.2298	6.05079	0	0.924054	973	5.975	2	6	2018
35.6938	46.2298	6.05074	0	0.864307	972.907	6.625	2	6	2018
35.9272	46.2298	6.05088	447.2	0.994893	972.959	7.15385	2	6	2018
35.2525	46.2299	6.05074	455.8	0.560701	972.987	6.975	2	6	2018
35.7158	46.2299	6.05084	466.8	1.19592	973.06	7.4	2	6	2018
35.7995	46.2299	6.05073	452.8	1.22657	972.997	7.125	2	6	2018
35.1087	46.2299	6.05076	452	1.04944	973.04	6.6	2	6	2018
35.3426	46.2299	6.05083	0	1.19206	973.01	7.075	2	6	2018
34.8374	46.2298	6.0508	447	1.02077	972.92	7.625	2	6	2018
35.6056	46.2298	6.05084	0	0.985155	973.144	7.775	2	6	2018
35.5058	46.2298	6.05081	446.6	1.16329	973.123	7.75	2	6	2018
