#Rate1	ErrRate1	Rate2	ErrRate2	Latitudine	TempOut	Longitudine	Altitudine	ChiQuadro	Pressione	NumSatelliti	Giorno	Mese	Anno
25.5903	0.219794	25.3629	0.215943	44.5006	36.5599	11.3569	90.7	0.832261	1006.1	3.2987	9	4	2019
25.1254	0.131588	25.072	0.130447	44.5007	36.2129	11.357	50.5	0.692737	1006.25	2.60403	9	4	2019
25.5449	0.131897	25.4049	0.13231	44.5007	36.7534	11.3566	88.1	1.21884	1006.18	4.06757	9	4	2019
25.4693	0.130527	25.2966	0.131721	44.5006	36.63	11.3568	72.7	1.40287	1006.47	4.70946	9	4	2019
25.6132	0.134489	25.5343	0.133353	44.5008	38.0749	11.3569	81.9	0.754942	1006.51	3.91837	9	4	2019
25.3552	0.132588	25.2976	0.131582	44.5008	37.0771	11.357	66.3	0.828473	1006.73	3.77181	9	4	2019
25.4576	0.133148	25.4004	0.13222	44.5007	34.848	11.3568	88.7	0.609925	1006.7	3.29747	9	4	2019
25.4393	0.131043	25.3726	0.13192	44.5007	34.5711	11.3568	110.8	0.848252	1006.53	4.06081	9	4	2019
25.4338	0.132414	25.2958	0.132701	44.5008	35.8558	11.3567	90.1	0.962784	1006.45	3.39041	9	4	2019
25.4341	0.132763	25.3752	0.132863	44.5006	36.1695	11.3568	69.5	0.73691	1006.36	2.66438	9	4	2019
25.5834	0.136059	25.4541	0.133191	44.5006	35.4854	11.3566	99.9	0.883879	1006.37	1.95205	9	4	2019
25.6292	0.134169	25.4683	0.133918	44.5008	36.2829	11.357	61.1	1.01215	1006.41	1.04138	9	4	2019
25.0117	0.131491	24.9373	0.130804	44.5008	34.1807	11.357	43.9	0.894728	1006.4	1.85811	9	4	2019
25.7641	0.136499	25.6437	0.135543	44.5008	35.1384	11.3572	44.7	1.0052	1006.31	2.66897	9	4	2019
25.6639	0.134938	25.5112	0.133724	44.5008	35.0416	11.3571	48.8	0.887767	1006.44	2.24359	9	4	2019
25.6214	0.133792	25.4891	0.133352	44.5009	34.3575	11.3568	95.8	0.875303	1006.26	1.62179	9	4	2019
25.5151	0.13316	25.4559	0.133568	44.5008	35.1784	11.3574	40.9	0.759126	1006.11	1.73718	9	4	2019
25.7711	0.135386	25.5657	0.133703	44.5007	34.4676	11.3565	94.5	1.16871	1006.02	2.27586	9	4	2019
25.5846	0.134391	25.4797	0.133467	44.5007	34.4643	11.3566	64.7	0.845863	1005.87	2.24138	10	4	2019
25.6192	0.134416	25.535	0.133662	44.5008	33.273	11.3572	37.4	0.767816	1005.83	1.77931	10	4	2019
25.7411	0.132684	25.5978	0.13407	44.5007	32.7891	11.3571	47.7	1.19424	1005.76	1.89759	10	4	2019
25.6095	0.133834	25.4148	0.133404	44.5007	33.0695	11.3569	62	1.21137	1005.58	3.34247	10	4	2019
25.8334	0.135467	25.7485	0.135063	44.5008	32.8526	11.3571	51.1	0.901155	1005.44	2.91667	10	4	2019
25.6631	0.134974	25.4878	0.133402	44.5008	32.8626	11.3568	78	1.22392	1005.32	2.63461	10	4	2019
26.0068	0.13629	25.8176	0.136426	44.5008	33.4065	11.357	62.1	1.23262	1005.27	3.72028	10	4	2019
25.8082	0.138116	25.7483	0.134484	44.5008	33.1495	11.3572	27.4	0.839442	1005.31	4.85417	10	4	2019
25.8106	0.134913	25.6717	0.134329	44.5007	32.0183	11.3568	52.6	0.873598	1005.24	3.96552	10	4	2019
25.9652	0.137944	25.7845	0.137871	44.5007	32.5956	11.3571	42.1	1.26659	1005.27	3.69613	10	4	2019
26.0361	0.135886	25.8178	0.135177	44.5008	32.5289	11.357	60.7	1.27897	1005.27	2.23377	10	4	2019
26.116	0.135025	25.9491	0.135708	44.5007	32.3353	11.3568	83.1	1.09874	1005.33	1.74825	10	4	2019
25.6181	0.136902	25.501	0.133814	44.5004	32.0951	11.3568	98	0.92471	1005.45	1.23718	10	4	2019
25.7243	0.135165	25.6716	0.134318	44.5008	32.6657	11.3569	64.4	0.716593	1005.69	0.222222	10	4	2019
25.6216	0.133624	25.5268	0.133709	44.5007	31.4243	11.3568	63.6	0.973231	1005.82	1.88276	10	4	2019
25.683	0.131966	25.4912	0.133639	44.5007	32.926	11.3569	56.6	1.16683	1005.7	2	10	4	2019
25.8622	0.134435	25.7376	0.134595	44.5007	32.6724	11.3568	77.4	1.13393	1005.77	2.29518	10	4	2019
25.7441	0.133873	25.6387	0.134361	44.5007	31.9616	11.3565	82.1	0.749901	1005.93	2.49032	10	4	2019
25.7629	0.136702	25.646	0.134436	44.5006	32.2219	11.3566	93.9	0.873635	1005.94	3.01935	10	4	2019
26.3316	0.288035	25.7527	0.280185	44.5007	34.154	11.3568	80.6	1.14609	1005.88	3.51429	10	4	2019
25.4821	0.134215	25.3769	0.132514	44.5006	32.7925	11.3567	90.1	0.97972	1006.16	3.29747	10	4	2019
25.903	0.133374	25.7986	0.134554	44.5006	34.3976	11.3566	76.9	1.00436	1006.12	3.34247	10	4	2019
25.7665	0.136061	25.652	0.134492	44.5007	33.7936	11.3569	68.7	0.991108	1006.13	3.35417	10	4	2019
25.9719	0.139734	25.8598	0.136343	44.5008	33.6568	11.3573	40.5	1.09368	1006.06	4.15584	10	4	2019
25.8487	0.135323	25.7498	0.135267	44.5008	34.1506	11.3572	42.6	0.907317	1005.95	4.36111	10	4	2019
25.8324	0.13432	25.6249	0.134075	44.5008	34.2841	11.3567	80.7	1.21819	1005.39	3.97931	10	4	2019
25.6711	0.132794	25.4974	0.133595	44.5007	34.3575	11.3569	56.1	1.36904	1005.24	3.63448	10	4	2019
26.0335	0.136497	25.914	0.136441	44.5008	34.7947	11.357	53.9	1.11402	1005.12	3.81818	10	4	2019
25.5814	0.137077	25.4774	0.135064	44.5009	34.2774	11.357	71.3	0.770022	1005.05	3.13793	10	4	2019
25.8596	0.137983	25.743	0.135649	44.5007	34.8547	11.3569	61.1	0.949461	1004.98	1.69677	10	4	2019
25.8006	0.132503	25.6548	0.134902	44.5008	33.7602	11.357	56.2	1.19636	1004.66	1.95484	10	4	2019
25.8992	0.135007	25.7771	0.134916	44.5008	32.8225	11.3568	92.1	0.834154	1004.46	1.71528	10	4	2019
26.2177	0.131808	25.8126	0.135365	44.5008	33.8002	11.357	70	1.99038	1004.36	1.36364	10	4	2019
25.7668	0.135644	25.5971	0.134478	44.5007	31.4277	11.3568	87.2	0.997006	1004.17	1.3494	10	4	2019
25.6465	0.134689	25.5677	0.134457	44.5007	32.639	11.3574	29.6	0.935992	1004.09	1.8069	10	4	2019
25.6725	0.138747	25.5422	0.134829	44.5007	31.094	11.3567	85.4	0.97422	1004.14	1.37931	10	4	2019
25.8452	0.13172	25.6161	0.134624	44.5006	31.2942	11.3565	31.9	1.22152	1004.17	1.5625	10	4	2019
25.5281	0.131397	25.3907	0.133146	44.5008	23.9829	11.3569	67.2	1.18004	1003.46	2.64103	10	4	2019
25.563	0.16443	25.4533	0.162018	44.5008	31.2041	11.3567	65.5	0.614745	1004.3	2.89	10	4	2019
25.6047	0.134664	25.4839	0.133861	44.5008	30.6068	11.3567	54.1	0.831239	1004.33	3.45205	10	4	2019
25.6883	0.135492	25.5867	0.135134	44.5006	30.49	11.3567	104.6	0.994694	1004.64	3.64103	10	4	2019
25.6853	0.132163	25.4637	0.133402	44.5005	31.3643	11.3566	82.7	1.34882	1004.86	3.66207	10	4	2019
25.4748	0.134821	25.3621	0.133067	44.5006	31.6913	11.3566	99.5	0.991829	1005.32	5.19048	10	4	2019
25.6814	0.132863	25.5433	0.133814	44.5007	34.3709	11.357	63.5	1.15337	1005.78	4.22069	10	4	2019
25.3856	0.134302	25.2488	0.132929	44.5008	37.6678	11.3573	26.9	1.02627	1006.23	3.00685	10	4	2019
26.0116	0.137389	25.9172	0.13549	44.5008	37.9781	11.3574	12.8	0.876656	1006.36	3.33939	10	4	2019
25.7604	0.134681	25.632	0.134122	44.5008	39.6032	11.3573	33.7	0.951319	1006.52	3.55484	10	4	2019
25.5405	0.135261	25.4845	0.13428	44.5008	37.838	11.3568	91.9	0.809454	1006.46	3.44138	10	4	2019
25.7413	0.135362	25.6944	0.134421	44.5006	36.5532	11.3567	94.1	0.662051	1006.35	2.84722	10	4	2019
25.5575	0.135289	25.4778	0.133931	44.5006	36.2429	11.3568	89.6	0.829469	1006.37	1.80769	10	4	2019
25.7187	0.136906	25.6886	0.13471	44.5007	36.2095	11.3569	61.8	0.601122	1006.58	1.17419	10	4	2019
25.6581	0.132545	25.5432	0.134058	44.5007	36.5165	11.3569	68.9	1.23511	1006.43	0.602564	10	4	2019
25.563	0.133722	25.4712	0.134044	44.5008	35.8057	11.3573	43.1	0.963131	1006.61	1.12179	10	4	2019
25.6894	0.135171	25.5892	0.13388	44.5008	36.5599	11.357	49.8	0.874931	1006.69	0.965517	10	4	2019
25.7256	0.135658	25.5412	0.134182	44.5009	36.4031	11.3568	91.8	1.07316	1006.97	0.596154	10	4	2019
25.5996	0.132137	25.4356	0.13337	44.5007	37.4075	11.3569	55.7	1.05614	1007.11	0.717241	10	4	2019
25.7463	0.137875	25.6822	0.134409	44.5008	38.2651	11.3568	79.7	0.882689	1007.3	1.78472	10	4	2019
25.7274	0.134854	25.6273	0.134392	44.5006	38.9758	11.3566	73.9	0.91756	1007.21	2.26897	11	4	2019
25.882	0.134948	25.7414	0.13515	44.5007	39.2295	11.3572	46.9	1.21585	1007.11	2.32168	11	4	2019
25.7732	0.134258	25.6626	0.135446	44.5007	40.1738	11.3571	48.5	1.05889	1007.05	2.01389	11	4	2019
25.7901	0.133725	25.6396	0.134294	44.5007	40.4141	11.3571	55	1.06693	1006.99	1.86897	11	4	2019
25.8892	0.138434	25.7869	0.135986	44.5008	41.1449	11.3571	58.1	1.03079	1007.15	2.26897	11	4	2019
25.8559	0.13396	25.731	0.134764	44.5008	38.9992	11.357	45.7	1.05146	1007.13	4.45833	11	4	2019
25.8183	0.134702	25.7572	0.134668	44.5007	41.1015	11.3567	89.3	0.707624	1006.96	4.70968	11	4	2019
25.9445	0.138677	25.8078	0.134959	44.5008	40.5476	11.3574	31.3	1.00801	1006.88	3.90278	11	4	2019
26.173	0.134634	26.0206	0.136394	44.5007	40.354	11.3568	59.7	1.04071	1006.92	2.30769	11	4	2019
26.0223	0.137257	25.9702	0.135828	44.5008	41.8056	11.3568	67.8	0.497361	1006.94	2.11111	11	4	2019
26.1122	0.13533	25.9811	0.135948	44.5008	40.9713	11.3573	33.5	0.82229	1007.05	1.93706	11	4	2019
25.8422	0.130947	25.5248	0.134004	44.5007	41.7388	11.3567	6.6	2.05064	1007.08	1.86806	11	4	2019
26.1013	0.136801	25.9088	0.136091	44.5006	41.5853	11.3566	81.7	1.20155	1007.19	1.29371	11	4	2019
25.815	0.134422	25.5933	0.134638	44.5007	41.0581	11.3569	65.9	1.31793	1007.36	1.44138	11	4	2019
25.8906	0.135054	25.7993	0.135129	44.5007	40.4708	11.3568	90.3	0.885261	1007.29	1.77273	11	4	2019
25.849	0.136402	25.7663	0.135139	44.5007	41.9457	11.3568	86.3	0.818707	1007.44	2.92361	11	4	2019
25.8206	0.138812	25.7035	0.134907	44.5007	43.2305	11.3569	70.2	0.823224	1007.53	2.04138	11	4	2019
25.8655	0.136647	25.7743	0.135495	44.5007	42.4563	11.3565	96.2	0.783838	1007.55	1.51389	11	4	2019
26.1392	0.136868	26.033	0.136263	44.5008	41.3251	11.3566	73.4	0.910514	1007.81	1.85315	11	4	2019
25.9771	0.1325	25.7681	0.134856	44.5007	41.0414	11.3571	37.4	1.33423	1007.91	3.16667	11	4	2019
26.0695	0.132047	25.8465	0.135131	44.5007	41.562	11.3568	77.7	1.48761	1008	3.45139	11	4	2019
25.7609	0.133554	25.596	0.134416	44.5007	43.097	11.3569	61.9	1.05607	1008.29	3.46897	11	4	2019
25.8198	0.134875	25.6919	0.134579	44.5008	41.3451	11.3567	64.5	0.881731	1008.35	2.95833	11	4	2019
25.7921	0.137204	25.7107	0.134826	44.5007	41.4252	11.3568	75.3	0.905696	1008.53	3.35417	11	4	2019
25.8811	0.13739	25.7796	0.13475	44.5007	41.3584	11.3569	54.9	0.859852	1008.53	3.55862	11	4	2019
25.63	0.136157	25.4996	0.134015	44.5008	40.1104	11.3572	57.2	1.04259	1008.58	4.12329	11	4	2019
26.0052	0.134652	25.8105	0.135395	44.5008	41.1716	11.3573	51.3	1.40564	1008.71	3.55195	11	4	2019
25.934	0.135524	25.8333	0.135099	44.5007	42.1359	11.3567	84.2	0.778821	1008.66	3.39355	11	4	2019
25.9901	0.134345	25.8451	0.135579	44.5007	42.7833	11.3572	47	1.03106	1008.76	2.9375	11	4	2019
25.7961	0.13451	25.6544	0.134272	44.5009	41.2817	11.3566	83.5	1.13331	1008.78	2.50345	11	4	2019
25.9949	0.210279	25.7969	0.21111	44.5008	41.7355	11.3572	52	0.824992	1008.54	2.27273	11	4	2019
25.7195	0.262793	25.5853	0.260654	44.5007	38.1016	11.357	68.3	0.554	1008.48	2.275	11	4	2019
26.5039	0.290896	26.0417	0.287513	44.5008	42.7166	11.3573	28	0.950562	1008.19	3.61111	11	4	2019
25.9388	0.300069	25.6754	0.288779	44.5006	38.7856	11.3566	105.3	1.11036	1008.18	4.875	11	4	2019
26.4549	0.306971	26.2037	0.293003	44.5006	41.245	11.3567	123.9	0.641484	1008.19	4.53488	11	4	2019
26.4755	0.312808	26.0352	0.288959	44.5007	42.9068	11.3569	71.1	1.03903	1008.23	3.55814	11	4	2019
25.9154	0.304231	25.7005	0.28675	44.5008	42.5531	11.3567	92.2	1.17843	1008.28	4.4186	11	4	2019
26.4844	0.30587	26.2429	0.293662	44.5007	40.9446	11.3567	88.1	1.28755	1008.26	4.59375	11	4	2019
26.0723	0.292864	25.8226	0.289013	44.5008	44.0881	11.3567	93.4	0.561924	1008.24	4.90625	11	4	2019
26.3341	0.366865	26.023	0.347654	44.5008	42.7766	11.3567	90.5	0.828216	1008.18	4.95652	11	4	2019
26.2985	0.166235	26.1559	0.16524	44.5008	43.6543	11.3567	87.1	0.80502	1008.17	5.10497	11	4	2019
26.7211	0.216217	26.1437	0.217014	44.5008	42.1626	11.3567	84.3	1.58396	1008.27	4.83892	11	4	2019
26.0402	0.252732	25.7208	0.252371	44.5008	41.6154	11.3568	79.4	0.88655	1008.3	4.18966	11	4	2019
26.1704	0.294135	25.7702	0.287474	44.5007	45.1892	11.3569	74.2	1.21484	1008.38	4.75	11	4	2019
26.2132	0.441942	25.6718	0.417221	44.5008	43.731	11.3568	71.8	0.903434	1008.36	6.125	11	4	2019
26.803	0.361436	26.1205	0.347995	44.5008	47.0513	11.3567	82.4	1.18384	1008.4	5.92	11	4	2019
25.9614	0.340978	25.6884	0.325274	44.5008	44.1915	11.3568	90.3	0.743612	1008.56	5.96154	11	4	2019
26.3638	0.341889	26.1032	0.331511	44.5008	44.0547	11.3567	86.9	0.79826	1008.65	6.69444	11	4	2019
25.7324	0.334438	25.3033	0.328698	44.5007	47.4817	11.3565	82	0.847973	1008.44	6.19444	11	4	2019
26.345	0.342294	26.3424	0.331279	44.5006	47.762	11.3567	114.5	0.603366	1008.83	6.57143	11	4	2019
25.9934	0.347426	25.8665	0.328267	44.5006	44.7121	11.3567	89.1	0.829786	1008.86	5.53846	11	4	2019
26.064	0.342595	25.8237	0.332277	44.5006	45.3628	11.3566	85.8	0.839229	1008.91	6.08	11	4	2019
26.1759	0.127915	25.9858	0.128158	44.5006	45.5163	11.3566	106.7	1.2335	1009.02	6.72376	11	4	2019
25.9579	0.131528	25.8606	0.128979	44.5008	44.6887	11.3568	57.8	0.695539	1009.35	8.32597	11	4	2019
25.8632	0.127774	25.7988	0.128124	44.5005	44.325	11.3569	81.7	0.979302	1009.79	6.25414	11	4	2019
26.2552	0.130272	26.1701	0.128671	44.5007	42.6498	11.3567	86.8	0.87137	1010.15	4.89503	11	4	2019
25.8923	0.133328	25.811	0.132737	44.5006	42.6999	11.3566	104.8	0.83654	1010.52	7.92818	11	4	2019
25.9325	0.136344	25.8437	0.137106	44.5008	42.4229	11.3572	54.3	0.604378	1010.62	6.38674	11	4	2019
25.7513	0.129419	25.6645	0.128627	44.5009	44.365	11.3567	96.8	0.892436	1011.05	5.49724	11	4	2019
26.0955	0.125212	25.9769	0.122742	44.5006	44.1348	11.3568	75.3	0.985159	1011.05	4.54144	11	4	2019
26.0884	0.131121	25.9848	0.12983	44.5007	45.3361	11.3567	94.3	0.86392	1011.21	4.53039	11	4	2019
25.9374	0.124635	25.8293	0.123679	44.5008	44.4518	11.3571	45.6	0.918415	1011.31	4.76796	11	4	2019
25.8488	0.129427	25.7505	0.129236	44.5008	45.4429	11.3572	40.3	1.13153	1011.54	4.22652	11	4	2019
26.0575	0.124795	25.9577	0.124165	44.5006	45.1726	11.3568	80.7	0.881174	1011.47	3.72928	11	4	2019
26.2259	0.119452	26.0915	0.120753	44.5007	43.2138	11.3571	45.2	1.11055	1011.47	3.86188	11	4	2019
26.0848	0.127713	25.9521	0.12609	44.5007	44.7254	11.3568	68.5	1.09933	1011.66	3.80663	11	4	2019
26.2432	0.126814	26.1554	0.126358	44.5007	45.7832	11.357	36.9	0.802868	1011.72	4.83978	11	4	2019
26.1513	0.126227	25.9418	0.128025	44.5006	46.1369	11.3568	82.8	1.3072	1011.59	5.76243	12	4	2019
26.1322	0.130002	26.0077	0.129173	44.5007	46.1636	11.3569	37.6	1.06602	1011.61	5.0884	12	4	2019
26.0795	0.123654	25.9966	0.124185	44.5009	46.2471	11.357	68.2	0.898988	1011.64	7.02762	12	4	2019
26.0518	0.133726	25.9589	0.132694	44.5008	45.7432	11.3568	71.7	0.947623	1011.63	6.64641	12	4	2019
26.2629	0.128051	26.1057	0.128981	44.5009	43.8278	11.3571	61.4	1.08443	1011.53	5.47514	12	4	2019
26.4286	0.130608	26.3491	0.129221	44.5006	44.5519	11.3566	57.3	0.830476	1011.36	6.76243	12	4	2019
26.175	0.129959	26.0714	0.128309	44.5007	45.2293	11.357	27.6	1.13096	1011.52	5.0884	12	4	2019
26.2009	0.125512	26.0836	0.124576	44.5007	44.335	11.3572	29.6	0.828697	1011.47	4.61878	12	4	2019
26.1127	0.124303	26.0225	0.124275	44.5008	42.6432	11.3568	112.6	0.740964	1011.5	4.40884	12	4	2019
26.3144	0.140612	26.198	0.13862	44.5006	43.6276	11.3564	105.8	0.954906	1011.75	5.32044	12	4	2019
26.2204	0.12815	26.0458	0.128556	44.5006	40.4741	11.3568	85.1	1.20853	1011.67	6.67956	12	4	2019
26.1102	0.124089	25.9257	0.124125	44.5007	43.2738	11.3567	61.8	1.19828	1012.08	5.64641	12	4	2019
26.2011	0.129629	26.1122	0.128578	44.5008	43.7377	11.3568	114.8	1.0637	1012.25	5.1105	12	4	2019
26.2039	0.123152	26.1596	0.120895	44.5005	40.7645	11.3568	30.6	0.827687	1012.41	5.14364	12	4	2019
26.309	0.134023	26.2476	0.133434	44.5006	41.4318	11.3567	79.3	0.864218	1012.23	5.03315	12	4	2019
26.2814	0.126578	26.1887	0.126921	44.5007	40.8946	11.3568	89.1	0.785334	1012.29	5.18784	12	4	2019
26.0492	0.14925	25.919	0.1473	44.5006	41.6321	11.3568	66.8	0.815644	1012.47	5.83688	12	4	2019
25.5092	0.325048	25.1648	0.323238	44.5005	40.8245	11.3567	79.6	1.00367	1012.7	7.02778	12	4	2019
25.1253	0.330607	24.6762	0.316622	44.5006	40.5542	11.3567	77.6	1.10371	1012.82	7.38462	12	4	2019
25.5567	0.336674	25.1476	0.322564	44.5006	38.8824	11.3568	94.2	0.958658	1012.83	7.65385	12	4	2019
25.2772	0.329981	25.0167	0.322776	44.5006	39.3095	11.3568	86.3	0.899192	1012.86	6.88462	12	4	2019
25.7615	0.32912	25.2039	0.323021	44.5007	38.8791	11.3569	51.5	1.16962	1012.88	6.96154	12	4	2019
24.8831	0.336599	24.644	0.320376	44.5007	40.2272	11.3567	61	0.841649	1012.87	6.5	12	4	2019
26.1589	0.337207	25.5342	0.328036	44.5007	39.4964	11.3569	54	1.31342	1012.78	6.28	12	4	2019
25.204	0.372644	25.0066	0.358079	44.5007	37.7178	11.3569	62.6	0.843611	1012.82	7	12	4	2019
26.1202	0.120384	26.0043	0.120726	44.5007	38.2818	11.3569	65.3	1.13664	1012.82	7.44199	12	4	2019
26.1812	0.135411	26.127	0.133506	44.5006	38.2751	11.3567	109.5	0.961334	1012.76	6.53591	12	4	2019
25.72	0.124792	25.6087	0.123227	44.5006	37.8613	11.3569	72.2	1.068	1012.65	7.83978	12	4	2019
25.9576	0.124423	25.8145	0.124275	44.5006	38.0549	11.3567	83.3	1.06709	1012.48	8.0442	12	4	2019
25.9437	0.131388	25.8167	0.130841	44.5008	38.9825	11.3567	78.7	0.942322	1012.52	6.40884	12	4	2019
25.9568	0.134765	25.8723	0.134102	44.5007	36.65	11.3567	54	0.653215	1012.45	6.39779	12	4	2019
25.8076	0.128547	25.7102	0.128285	44.5007	35.9392	11.3568	97.3	0.973638	1012.53	6.28729	12	4	2019
25.8274	0.140682	25.7366	0.141074	44.5006	36.1762	11.3567	62.7	0.970209	1012.58	5.0687	12	4	2019
26.1672	0.342821	25.6542	0.325599	44.5007	39.1227	11.357	69.2	1.11062	1012.39	7.25	12	4	2019
25.5492	0.343331	25.4029	0.323374	44.5006	38.3785	11.3568	84.7	0.88518	1012.24	6.88462	12	4	2019
26.4603	0.335749	25.903	0.328968	44.5008	37.4842	11.3569	58.7	1.08709	1012.22	7	12	4	2019
25.4278	0.326786	25.1108	0.320149	44.5007	37.3508	11.357	71.4	0.824168	1019.08	5.93333	15	4	2019
25.8343	0.327882	25.1703	0.322458	44.5007	38.1349	11.3569	63.7	1.0919	1018.97	5.80769	15	4	2019
25.6079	0.320438	24.8869	0.318175	44.5007	37.3074	11.3569	63.3	1.39221	1019.05	5.97297	15	4	2019
25.8083	0.333999	25.3398	0.323621	44.5008	40.2572	11.3568	0	1.24621	1018.98	6.17021	15	4	2019
25.5616	0.332083	25.0545	0.319535	44.5008	36.2629	11.3569	46.3	1.02397	1018.97	5.88462	15	4	2019
25.4385	0.328774	25.2647	0.321302	44.5006	38.462	11.3566	71	0.687519	1020.19	5.90909	16	4	2019
25.448	0.326868	25.229	0.328037	44.5007	35.9292	11.3567	89.2	0.898594	1020.24	7.8	16	4	2019
25.3898	0.324503	25.0173	0.320314	44.5006	35.8658	11.3567	70.5	0.831099	1020.24	8.11111	16	4	2019
26.2443	0.344631	25.9844	0.330938	44.5008	35.8458	11.3567	105.2	0.550697	1020.2	8.91304	16	4	2019
25.2438	0.328877	24.9992	0.318546	44.5007	34.0038	11.3569	79.3	0.738198	1019.98	8.7234	16	4	2019
25.92	0.333053	25.32	0.321047	44.5006	37.4208	11.3568	72.2	1.22933	1019.89	8.88461	16	4	2019
26.5627	0.355352	26.089	0.331011	44.5007	35.2418	11.3571	66.3	0.895246	1019.86	8.92	16	4	2019
25.2681	0.340679	24.7722	0.314151	44.5007	33.4298	11.357	82.2	1.23236	1019.73	7.83784	16	4	2019
26.4937	0.435806	25.5924	0.404803	44.5007	34.6912	11.3569	81.5	0.983804	1019.7	8.94118	16	4	2019
25.4427	0.12148	25.2773	0.121493	44.5006	32.7091	11.3567	0	1.01448	1019.62	8.29282	16	4	2019
25.458	0.127657	25.289	0.12674	44.5008	32.8158	11.3567	56.9	1.11669	1019.4	8.37016	16	4	2019
25.5626	0.122992	25.4376	0.12394	44.5007	33.9904	11.3569	65	1.26173	1019.26	6.59116	16	4	2019
25.3972	0.121285	25.3025	0.122777	44.5007	33.0995	11.3567	68	1.18803	1019.04	6.9337	16	4	2019
25.8151	0.133394	25.3844	0.137934	44.5007	33.1696	11.3568	104.4	2.19577	1018.89	5.94475	16	4	2019
25.8269	0.140286	25.6672	0.141077	44.5006	30.8003	11.3569	40.9	1.17934	1018.48	4.59494	16	4	2019
25.2624	0.318107	24.813	0.31607	44.5007	33.0928	11.3566	88	1.04506	1018.05	4.69444	16	4	2019
26.2148	0.387672	25.4067	0.359234	44.5008	30.5834	11.357	57.7	1.17439	1017.95	5.03704	16	4	2019
25.4205	0.137582	25.3244	0.136779	44.5008	31.4644	11.3568	0	0.820295	1017.78	5.23205	16	4	2019
25.4614	0.122403	25.3465	0.122886	44.5007	31.8882	11.3569	0	1.15638	1017.68	6.43646	16	4	2019
25.1374	0.400999	24.7251	0.3754	44.5008	20.7728	11.3568	0	1.01734	1017.29	6.47368	16	4	2019
25.3147	0.103007	25.2203	0.10247	44.5008	24.2199	11.3568	66.1	1.28067	1017.41	6.95667	16	4	2019
25.3254	0.101714	25.2353	0.101721	44.5008	29.2186	11.3566	88	1.05161	1017.84	7.21107	16	4	2019
25.4469	0.102847	25.3866	0.102413	44.5006	30.1763	11.3566	65	0.986209	1018.19	7.45126	16	4	2019
